,LONGITUDE,LATITUDE,TIME,RAINFALL
6009,78.5,30.5,1967-06-15,0.0
6010,78.5,30.5,1967-06-16,12.899978637695312
6011,78.5,30.5,1967-06-17,6.352753639221191
6012,78.5,30.5,1967-06-18,0.0
6013,78.5,30.5,1967-06-19,0.0
6014,78.5,30.5,1967-06-20,0.0
6015,78.5,30.5,1967-06-21,0.0
6016,78.5,30.5,1967-06-22,0.0
6017,78.5,30.5,1967-06-23,0.7778882384300232
6018,78.5,30.5,1967-06-24,14.023970603942871
6019,78.5,30.5,1967-06-25,2.592960834503174
6020,78.5,30.5,1967-06-26,23.952037811279297
6021,78.5,30.5,1967-06-27,7.355417251586914
6022,78.5,30.5,1967-06-28,16.43424415588379
6023,78.5,30.5,1967-06-29,3.9542651176452637
6024,78.5,30.5,1967-06-30,9.14018726348877
6025,78.5,30.5,1967-07-01,89.2166976928711
6026,78.5,30.5,1967-07-02,3.2881603240966797
6027,78.5,30.5,1967-07-03,0.0
6028,78.5,30.5,1967-07-04,53.06766128540039
6029,78.5,30.5,1967-07-05,44.617679595947266
6030,78.5,30.5,1967-07-06,18.619611740112305
6031,78.5,30.5,1967-07-07,4.7657880783081055
6032,78.5,30.5,1967-07-08,13.44944953918457
6033,78.5,30.5,1967-07-09,14.038888931274414
6034,78.5,30.5,1967-07-10,8.602981567382812
6035,78.5,30.5,1967-07-11,32.44486999511719
6036,78.5,30.5,1967-07-12,8.616207122802734
6037,78.5,30.5,1967-07-13,76.48392486572266
6038,78.5,30.5,1967-07-14,3.9393985271453857
6039,78.5,30.5,1967-07-15,8.357584953308105
6040,78.5,30.5,1967-07-16,15.68741226196289
6041,78.5,30.5,1967-07-17,24.33517074584961
6042,78.5,30.5,1967-07-18,11.534341812133789
6043,78.5,30.5,1967-07-19,54.89620590209961
6044,78.5,30.5,1967-07-20,11.298480987548828
6045,78.5,30.5,1967-07-21,0.3889441192150116
6046,78.5,30.5,1967-07-22,0.7394227981567383
6047,78.5,30.5,1967-07-23,62.224937438964844
6048,78.5,30.5,1967-07-24,14.430428504943848
6049,78.5,30.5,1967-07-25,0.5486494302749634
6050,78.5,30.5,1967-07-26,24.41431999206543
6051,78.5,30.5,1967-07-27,0.16901306807994843
6052,78.5,30.5,1967-07-28,32.178001403808594
6053,78.5,30.5,1967-07-29,4.213561058044434
6054,78.5,30.5,1967-07-30,0.0
6055,78.5,30.5,1967-07-31,28.234914779663086
6056,78.5,30.5,1967-08-01,39.89906692504883
6057,78.5,30.5,1967-08-02,8.751242637634277
6058,78.5,30.5,1967-08-03,18.57291030883789
6059,78.5,30.5,1967-08-04,0.0
6060,78.5,30.5,1967-08-05,17.696956634521484
6061,78.5,30.5,1967-08-06,41.04096603393555
6062,78.5,30.5,1967-08-07,22.6346378326416
6063,78.5,30.5,1967-08-08,12.951028823852539
6064,78.5,30.5,1967-08-09,25.637218475341797
6065,78.5,30.5,1967-08-10,28.656356811523438
6066,78.5,30.5,1967-08-11,12.851912498474121
6067,78.5,30.5,1967-08-12,0.5185921788215637
6068,78.5,30.5,1967-08-13,32.87993621826172
6069,78.5,30.5,1967-08-14,0.0
6070,78.5,30.5,1967-08-15,7.171844482421875
6071,78.5,30.5,1967-08-16,14.771437644958496
6072,78.5,30.5,1967-08-17,48.649017333984375
6073,78.5,30.5,1967-08-18,17.96837615966797
6074,78.5,30.5,1967-08-19,5.9141154289245605
6075,78.5,30.5,1967-08-20,0.9396831393241882
6076,78.5,30.5,1967-08-21,30.3376407623291
6077,78.5,30.5,1967-08-22,7.065817832946777
6078,78.5,30.5,1967-08-23,62.01097106933594
6079,78.5,30.5,1967-08-24,13.882596969604492
6080,78.5,30.5,1967-08-25,19.83571434020996
6081,78.5,30.5,1967-08-26,53.12201690673828
6082,78.5,30.5,1967-08-27,69.94014739990234
6083,78.5,30.5,1967-08-28,13.077561378479004
6084,78.5,30.5,1967-08-29,3.9542651176452637
6085,78.5,30.5,1967-08-30,20.27487564086914
6086,78.5,30.5,1967-08-31,1.1862337589263916
6087,78.5,30.5,1967-09-01,3.521488904953003
6088,78.5,30.5,1967-09-02,8.14098834991455
6089,78.5,30.5,1967-09-03,5.961524486541748
6090,78.5,30.5,1967-09-04,1.0324856042861938
6091,78.5,30.5,1967-09-05,0.3873216211795807
6092,78.5,30.5,1967-09-06,14.22050666809082
6093,78.5,30.5,1967-09-07,40.7094841003418
6094,78.5,30.5,1967-09-08,0.0
6095,78.5,30.5,1967-09-09,28.26327133178711
6096,78.5,30.5,1967-09-10,6.676873683929443
6097,78.5,30.5,1967-09-11,31.77100372314453
6098,78.5,30.5,1967-09-12,6.287220001220703
6099,78.5,30.5,1967-09-13,5.506213665008545
6100,78.5,30.5,1967-09-14,0.25929608941078186
6101,78.5,30.5,1967-09-15,18.813241958618164
6102,78.5,30.5,1967-09-16,3.7597930431365967
6103,78.5,30.5,1967-09-17,0.45376813411712646
6104,78.5,30.5,1967-09-18,0.0
6105,78.5,30.5,1967-09-19,0.0
6106,78.5,30.5,1967-09-20,0.0
6107,78.5,30.5,1967-09-21,0.0
6108,78.5,30.5,1967-09-22,0.0
6109,78.5,30.5,1967-09-23,0.0
6110,78.5,30.5,1967-09-24,0.0
6111,78.5,30.5,1967-09-25,0.0
6112,78.5,30.5,1967-09-26,7.195466041564941
6113,78.5,30.5,1967-09-27,0.0
6114,78.5,30.5,1967-09-28,0.0
6115,78.5,30.5,1967-09-29,0.0
6116,78.5,30.5,1967-09-30,0.0
6117,78.5,30.5,1967-10-01,0.0
6118,78.5,30.5,1967-10-02,0.0
6119,78.5,30.5,1967-10-03,0.0
6120,78.5,30.5,1967-10-04,0.0
6121,78.5,30.5,1967-10-05,0.0
6122,78.5,30.5,1967-10-06,0.0
6123,78.5,30.5,1967-10-07,0.0
6124,78.5,30.5,1967-10-08,0.0
6125,78.5,30.5,1967-10-09,0.0
6126,78.5,30.5,1967-10-10,0.0
6127,78.5,30.5,1967-10-11,0.0
6128,78.5,30.5,1967-10-12,0.0
6129,78.5,30.5,1967-10-13,0.0
6130,78.5,30.5,1967-10-14,0.0
6131,78.5,30.5,1967-10-15,0.0
6132,78.5,30.5,1967-10-16,0.0
6133,78.5,30.5,1967-10-17,0.5389816164970398
6134,78.5,30.5,1967-10-18,1.8150725364685059
6135,78.5,30.5,1967-10-19,0.0
6136,78.5,30.5,1967-10-20,0.0
6137,78.5,30.5,1967-10-21,0.0
6138,78.5,30.5,1967-10-22,0.0
6139,78.5,30.5,1967-10-23,0.0
6140,78.5,30.5,1967-10-24,0.6623996496200562
6141,78.5,30.5,1967-10-25,1.7098230123519897
6142,78.5,30.5,1967-10-26,7.7788825035095215
6143,78.5,30.5,1967-10-27,0.0
6144,78.5,30.5,1967-10-28,0.0
6145,78.5,30.5,1967-10-29,0.0
6146,78.5,30.5,1967-10-30,0.0
6147,78.5,30.5,1967-10-31,0.0
6148,78.5,30.5,1967-11-01,0.0
6149,78.5,30.5,1967-11-02,0.0
6150,78.5,30.5,1967-11-03,0.0
6151,78.5,30.5,1967-11-04,0.0
6152,78.5,30.5,1967-11-05,0.0
6153,78.5,30.5,1967-11-06,0.0
6154,78.5,30.5,1967-11-07,0.0
6155,78.5,30.5,1967-11-08,0.0
6156,78.5,30.5,1967-11-09,0.0
6157,78.5,30.5,1967-11-10,0.0
6158,78.5,30.5,1967-11-11,0.0
6159,78.5,30.5,1967-11-12,0.0
6160,78.5,30.5,1967-11-13,0.0
6161,78.5,30.5,1967-11-14,0.0
6162,78.5,30.5,1967-11-15,0.0
6163,78.5,30.5,1967-11-16,0.0
6164,78.5,30.5,1967-11-17,0.0
6165,78.5,30.5,1967-11-18,0.0
6166,78.5,30.5,1967-11-19,0.0
6167,78.5,30.5,1967-11-20,0.0
6168,78.5,30.5,1967-11-21,0.0
6169,78.5,30.5,1967-11-22,0.0
6170,78.5,30.5,1967-11-23,2.537447690963745
6171,78.5,30.5,1967-11-24,0.2310696244239807
6172,78.5,30.5,1967-11-25,0.0
6173,78.5,30.5,1967-11-26,0.0
6174,78.5,30.5,1967-11-27,0.0
6175,78.5,30.5,1967-11-28,2.5755577087402344
6176,78.5,30.5,1967-11-29,0.0
6177,78.5,30.5,1967-11-30,0.0
6178,78.5,30.5,1967-12-01,0.0
6179,78.5,30.5,1967-12-02,0.0
6180,78.5,30.5,1967-12-03,18.28474998474121
6181,78.5,30.5,1967-12-04,0.0
6182,78.5,30.5,1967-12-05,0.0
6183,78.5,30.5,1967-12-06,0.0
6184,78.5,30.5,1967-12-07,0.0
6185,78.5,30.5,1967-12-08,0.0
6186,78.5,30.5,1967-12-09,0.0
6187,78.5,30.5,1967-12-10,0.0
6188,78.5,30.5,1967-12-11,0.0
6189,78.5,30.5,1967-12-12,0.0
6190,78.5,30.5,1967-12-13,0.0
6191,78.5,30.5,1967-12-14,0.0
6192,78.5,30.5,1967-12-15,0.0
6193,78.5,30.5,1967-12-16,0.0
6194,78.5,30.5,1967-12-17,0.0
6195,78.5,30.5,1967-12-18,0.0
6196,78.5,30.5,1967-12-19,0.0
6197,78.5,30.5,1967-12-20,0.0
6198,78.5,30.5,1967-12-21,0.0
6199,78.5,30.5,1967-12-22,0.0
6200,78.5,30.5,1967-12-23,0.0
6201,78.5,30.5,1967-12-24,8.797293663024902
6202,78.5,30.5,1967-12-25,0.6482402086257935
6203,78.5,30.5,1967-12-26,0.0
6204,78.5,30.5,1967-12-27,7.514371395111084
6205,78.5,30.5,1967-12-28,1.6206004619598389
6206,78.5,30.5,1967-12-29,0.0
6207,78.5,30.5,1967-12-30,5.172749042510986
6208,78.5,30.5,1967-12-31,0.0
6209,78.5,30.5,1968-01-01,0.0
6210,78.5,30.5,1968-01-02,0.0
6211,78.5,30.5,1968-01-03,0.0
6212,78.5,30.5,1968-01-04,0.0
6213,78.5,30.5,1968-01-05,0.0
6214,78.5,30.5,1968-01-06,0.0
6215,78.5,30.5,1968-01-07,0.12964804470539093
6216,78.5,30.5,1968-01-08,0.0
6217,78.5,30.5,1968-01-09,0.0
6218,78.5,30.5,1968-01-10,0.0
6219,78.5,30.5,1968-01-11,2.0975022315979004
6220,78.5,30.5,1968-01-12,0.20026032626628876
6221,78.5,30.5,1968-01-13,0.0
6222,78.5,30.5,1968-01-14,1.6206004619598389
6223,78.5,30.5,1968-01-15,0.0
6224,78.5,30.5,1968-01-16,0.0
6225,78.5,30.5,1968-01-17,0.0
6226,78.5,30.5,1968-01-18,0.0
6227,78.5,30.5,1968-01-19,0.12964804470539093
6228,78.5,30.5,1968-01-20,10.835319519042969
6229,78.5,30.5,1968-01-21,5.622939109802246
6230,78.5,30.5,1968-01-22,0.0
6231,78.5,30.5,1968-01-23,0.0
6232,78.5,30.5,1968-01-24,0.0
6233,78.5,30.5,1968-01-25,0.0
6234,78.5,30.5,1968-01-26,0.0
6235,78.5,30.5,1968-01-27,0.20026032626628876
6236,78.5,30.5,1968-01-28,9.22055435180664
6237,78.5,30.5,1968-01-29,5.333190441131592
6238,78.5,30.5,1968-01-30,9.485356330871582
6239,78.5,30.5,1968-01-31,0.0
6240,78.5,30.5,1968-02-01,0.0
6241,78.5,30.5,1968-02-02,0.0
6242,78.5,30.5,1968-02-03,0.0
6243,78.5,30.5,1968-02-04,0.0
6244,78.5,30.5,1968-02-05,0.0
6245,78.5,30.5,1968-02-06,0.12964804470539093
6246,78.5,30.5,1968-02-07,0.19093692302703857
6247,78.5,30.5,1968-02-08,0.0
6248,78.5,30.5,1968-02-09,0.32412010431289673
6249,78.5,30.5,1968-02-10,0.0
6250,78.5,30.5,1968-02-11,0.3889441192150116
6251,78.5,30.5,1968-02-12,0.0
6252,78.5,30.5,1968-02-13,0.0
6253,78.5,30.5,1968-02-14,0.6200137138366699
6254,78.5,30.5,1968-02-15,0.0
6255,78.5,30.5,1968-02-16,0.0
6256,78.5,30.5,1968-02-17,0.0
6257,78.5,30.5,1968-02-18,0.0
6258,78.5,30.5,1968-02-19,0.0
6259,78.5,30.5,1968-02-20,6.0288801193237305
6260,78.5,30.5,1968-02-21,10.593870162963867
6261,78.5,30.5,1968-02-22,2.917080879211426
6262,78.5,30.5,1968-02-23,0.0
6263,78.5,30.5,1968-02-24,0.0
6264,78.5,30.5,1968-02-25,0.0
6265,78.5,30.5,1968-02-26,0.0
6266,78.5,30.5,1968-02-27,1.2316563129425049
6267,78.5,30.5,1968-02-28,3.3768303394317627
6268,78.5,30.5,1968-02-29,13.418572425842285
6269,78.5,30.5,1968-03-01,0.0
6270,78.5,30.5,1968-03-02,0.0
6271,78.5,30.5,1968-03-03,0.0
6272,78.5,30.5,1968-03-04,0.0
6273,78.5,30.5,1968-03-05,0.0
6274,78.5,30.5,1968-03-06,0.0
6275,78.5,30.5,1968-03-07,0.0
6276,78.5,30.5,1968-03-08,0.0
6277,78.5,30.5,1968-03-09,0.0
6278,78.5,30.5,1968-03-10,0.0
6279,78.5,30.5,1968-03-11,0.5834161639213562
6280,78.5,30.5,1968-03-12,0.0
6281,78.5,30.5,1968-03-13,0.0
6282,78.5,30.5,1968-03-14,0.0
6283,78.5,30.5,1968-03-15,0.0
6284,78.5,30.5,1968-03-16,0.0
6285,78.5,30.5,1968-03-17,1.6206004619598389
6286,78.5,30.5,1968-03-18,2.528136730194092
6287,78.5,30.5,1968-03-19,13.085755348205566
6288,78.5,30.5,1968-03-20,11.831504821777344
6289,78.5,30.5,1968-03-21,4.974923133850098
6290,78.5,30.5,1968-03-22,0.0
6291,78.5,30.5,1968-03-23,0.0
6292,78.5,30.5,1968-03-24,0.0
6293,78.5,30.5,1968-03-25,0.0
6294,78.5,30.5,1968-03-26,0.0
6295,78.5,30.5,1968-03-27,2.20401668548584
6296,78.5,30.5,1968-03-28,0.0
6297,78.5,30.5,1968-03-29,0.0
6298,78.5,30.5,1968-03-30,0.0
6299,78.5,30.5,1968-03-31,0.0
6300,78.5,30.5,1968-04-01,0.0
6301,78.5,30.5,1968-04-02,0.5185921788215637
6302,78.5,30.5,1968-04-03,0.0
6303,78.5,30.5,1968-04-04,0.0
6304,78.5,30.5,1968-04-05,0.0
6305,78.5,30.5,1968-04-06,0.0
6306,78.5,30.5,1968-04-07,0.0
6307,78.5,30.5,1968-04-08,0.0
6308,78.5,30.5,1968-04-09,0.0
6309,78.5,30.5,1968-04-10,0.0
6310,78.5,30.5,1968-04-11,0.0
6311,78.5,30.5,1968-04-12,0.0
6312,78.5,30.5,1968-04-13,0.0
6313,78.5,30.5,1968-04-14,1.5557764768600464
6314,78.5,30.5,1968-04-15,3.876711845397949
6315,78.5,30.5,1968-04-16,0.0
6316,78.5,30.5,1968-04-17,0.0
6317,78.5,30.5,1968-04-18,0.0
6318,78.5,30.5,1968-04-19,0.0
6319,78.5,30.5,1968-04-20,0.0
6320,78.5,30.5,1968-04-21,0.0
6321,78.5,30.5,1968-04-22,0.0
6322,78.5,30.5,1968-04-23,0.0
6323,78.5,30.5,1968-04-24,0.0
6324,78.5,30.5,1968-04-25,0.0
6325,78.5,30.5,1968-04-26,0.0
6326,78.5,30.5,1968-04-27,0.0
6327,78.5,30.5,1968-04-28,0.0
6328,78.5,30.5,1968-04-29,0.0
6329,78.5,30.5,1968-04-30,0.0
6330,78.5,30.5,1968-05-01,0.0
6331,78.5,30.5,1968-05-02,0.0
6332,78.5,30.5,1968-05-03,0.0
6333,78.5,30.5,1968-05-04,0.0
6334,78.5,30.5,1968-05-05,0.0
6335,78.5,30.5,1968-05-06,0.0
6336,78.5,30.5,1968-05-07,0.0
6337,78.5,30.5,1968-05-08,0.0
6338,78.5,30.5,1968-05-09,0.0
6339,78.5,30.5,1968-05-10,0.0
6340,78.5,30.5,1968-05-11,0.0
6341,78.5,30.5,1968-05-12,0.0
6342,78.5,30.5,1968-05-13,0.0
6343,78.5,30.5,1968-05-14,0.0
6344,78.5,30.5,1968-05-15,0.0
6345,78.5,30.5,1968-05-16,0.0
6346,78.5,30.5,1968-05-17,0.0
6347,78.5,30.5,1968-05-18,0.0
6348,78.5,30.5,1968-05-19,0.0
6349,78.5,30.5,1968-05-20,0.0
6350,78.5,30.5,1968-05-21,0.0
6351,78.5,30.5,1968-05-22,0.0
6352,78.5,30.5,1968-05-23,0.0
6353,78.5,30.5,1968-05-24,0.0
6354,78.5,30.5,1968-05-25,0.0
6355,78.5,30.5,1968-05-26,0.0
6356,78.5,30.5,1968-05-27,0.0
6357,78.5,30.5,1968-05-28,0.0
6358,78.5,30.5,1968-05-29,0.0
6359,78.5,30.5,1968-05-30,0.0
6360,78.5,30.5,1968-05-31,0.0
6361,78.5,30.5,1968-06-01,0.0
6362,78.5,30.5,1968-06-02,0.0
6363,78.5,30.5,1968-06-03,2.4633126258850098
6364,78.5,30.5,1968-06-04,3.8894412517547607
6365,78.5,30.5,1968-06-05,3.3708488941192627
6366,78.5,30.5,1968-06-06,1.6187325716018677
6367,78.5,30.5,1968-06-07,0.0
6368,78.5,30.5,1968-06-08,13.252860069274902
6369,78.5,30.5,1968-06-09,0.32412010431289673
6370,78.5,30.5,1968-06-10,4.304340839385986
6371,78.5,30.5,1968-06-11,2.7226085662841797
6372,78.5,30.5,1968-06-12,18.733612060546875
6373,78.5,30.5,1968-06-13,6.344733715057373
6374,78.5,30.5,1968-06-14,0.0
6375,78.5,30.5,1968-06-15,0.0
6376,78.5,30.5,1968-06-16,0.32412010431289673
6377,78.5,30.5,1968-06-17,0.0
6378,78.5,30.5,1968-06-18,7.260290145874023
6379,78.5,30.5,1968-06-19,0.0
6380,78.5,30.5,1968-06-20,16.651567459106445
6381,78.5,30.5,1968-06-21,0.0
6382,78.5,30.5,1968-06-22,6.2231059074401855
6383,78.5,30.5,1968-06-23,9.788427352905273
6384,78.5,30.5,1968-06-24,8.686418533325195
6385,78.5,30.5,1968-06-25,0.0
6386,78.5,30.5,1968-06-26,13.150583267211914
6387,78.5,30.5,1968-06-27,3.5004968643188477
6388,78.5,30.5,1968-06-28,39.615814208984375
6389,78.5,30.5,1968-06-29,4.14873743057251
6390,78.5,30.5,1968-06-30,0.0
6391,78.5,30.5,1968-07-01,2.592960834503174
6392,78.5,30.5,1968-07-02,5.185921669006348
6393,78.5,30.5,1968-07-03,37.83885192871094
6394,78.5,30.5,1968-07-04,1.2639517784118652
6395,78.5,30.5,1968-07-05,0.0
6396,78.5,30.5,1968-07-06,5.834161758422852
6397,78.5,30.5,1968-07-07,16.968141555786133
6398,78.5,30.5,1968-07-08,61.73759078979492
6399,78.5,30.5,1968-07-09,11.39358901977539
6400,78.5,30.5,1968-07-10,5.645477771759033
6401,78.5,30.5,1968-07-11,21.43431282043457
6402,78.5,30.5,1968-07-12,32.27947235107422
6403,78.5,30.5,1968-07-13,13.937163352966309
6404,78.5,30.5,1968-07-14,3.183347225189209
6405,78.5,30.5,1968-07-15,25.41294288635254
6406,78.5,30.5,1968-07-16,16.010988235473633
6407,78.5,30.5,1968-07-17,22.103120803833008
6408,78.5,30.5,1968-07-18,61.06745529174805
6409,78.5,30.5,1968-07-19,19.596757888793945
6410,78.5,30.5,1968-07-20,7.868072032928467
6411,78.5,30.5,1968-07-21,37.86094284057617
6412,78.5,30.5,1968-07-22,20.535205841064453
6413,78.5,30.5,1968-07-23,7.977621555328369
6414,78.5,30.5,1968-07-24,0.5185921788215637
6415,78.5,30.5,1968-07-25,0.20026032626628876
6416,78.5,30.5,1968-07-26,0.0
6417,78.5,30.5,1968-07-27,8.103002548217773
6418,78.5,30.5,1968-07-28,18.624441146850586
6419,78.5,30.5,1968-07-29,6.721617221832275
6420,78.5,30.5,1968-07-30,22.24152374267578
6421,78.5,30.5,1968-07-31,0.0
6422,78.5,30.5,1968-08-01,13.029627799987793
6423,78.5,30.5,1968-08-02,12.851949691772461
6424,78.5,30.5,1968-08-03,1.9051218032836914
6425,78.5,30.5,1968-08-04,0.0
6426,78.5,30.5,1968-08-05,39.85482406616211
6427,78.5,30.5,1968-08-06,3.2065634727478027
6428,78.5,30.5,1968-08-07,6.352753639221191
6429,78.5,30.5,1968-08-08,13.471702575683594
6430,78.5,30.5,1968-08-09,20.455265045166016
6431,78.5,30.5,1968-08-10,13.046874046325684
6432,78.5,30.5,1968-08-11,51.706851959228516
6433,78.5,30.5,1968-08-12,4.2519850730896
6434,78.5,30.5,1968-08-13,4.602505207061768
6435,78.5,30.5,1968-08-14,35.438209533691406
6436,78.5,30.5,1968-08-15,22.48130226135254
6437,78.5,30.5,1968-08-16,0.0
6438,78.5,30.5,1968-08-17,0.0
6439,78.5,30.5,1968-08-18,11.668323516845703
6440,78.5,30.5,1968-08-19,11.155681610107422
6441,78.5,30.5,1968-08-20,60.68936538696289
6442,78.5,30.5,1968-08-21,59.62364196777344
6443,78.5,30.5,1968-08-22,28.927257537841797
6444,78.5,30.5,1968-08-23,23.336647033691406
6445,78.5,30.5,1968-08-24,13.695856094360352
6446,78.5,30.5,1968-08-25,0.7778882384300232
6447,78.5,30.5,1968-08-26,0.0
6448,78.5,30.5,1968-08-27,0.0
6449,78.5,30.5,1968-08-28,0.0
6450,78.5,30.5,1968-08-29,0.0
6451,78.5,30.5,1968-08-30,0.0
6452,78.5,30.5,1968-08-31,0.0
6453,78.5,30.5,1968-09-01,0.0
6454,78.5,30.5,1968-09-02,0.0
6455,78.5,30.5,1968-09-03,0.0
6456,78.5,30.5,1968-09-04,0.0
6457,78.5,30.5,1968-09-05,0.0
6458,78.5,30.5,1968-09-06,0.0
6459,78.5,30.5,1968-09-07,0.0
6460,78.5,30.5,1968-09-08,0.0
6461,78.5,30.5,1968-09-09,0.0
6462,78.5,30.5,1968-09-10,0.0
6463,78.5,30.5,1968-09-11,0.0
6464,78.5,30.5,1968-09-12,0.0
6465,78.5,30.5,1968-09-13,0.0
6466,78.5,30.5,1968-09-14,0.0
6467,78.5,30.5,1968-09-15,71.17677307128906
6468,78.5,30.5,1968-09-16,27.090181350708008
6469,78.5,30.5,1968-09-17,20.225093841552734
6470,78.5,30.5,1968-09-18,16.921030044555664
6471,78.5,30.5,1968-09-19,3.033229351043701
6472,78.5,30.5,1968-09-20,2.4535748958587646
6473,78.5,30.5,1968-09-21,26.448198318481445
6474,78.5,30.5,1968-09-22,21.521574020385742
6475,78.5,30.5,1968-09-23,20.225093841552734
6476,78.5,30.5,1968-09-24,0.0
6477,78.5,30.5,1968-09-25,0.3946029841899872
6478,78.5,30.5,1968-09-26,0.0
6479,78.5,30.5,1968-09-27,0.0
6480,78.5,30.5,1968-09-28,0.0
6481,78.5,30.5,1968-09-29,0.0
6482,78.5,30.5,1968-09-30,0.0
6483,78.5,30.5,1968-10-01,0.0
6484,78.5,30.5,1968-10-02,0.0
6485,78.5,30.5,1968-10-03,0.6456747055053711
6486,78.5,30.5,1968-10-04,12.798027992248535
6487,78.5,30.5,1968-10-05,0.0
6488,78.5,30.5,1968-10-06,0.0
6489,78.5,30.5,1968-10-07,7.8199143409729
6490,78.5,30.5,1968-10-08,0.12964804470539093
6491,78.5,30.5,1968-10-09,0.0
6492,78.5,30.5,1968-10-10,0.0
6493,78.5,30.5,1968-10-11,0.0
6494,78.5,30.5,1968-10-12,0.0
6495,78.5,30.5,1968-10-13,0.0
6496,78.5,30.5,1968-10-14,0.0
6497,78.5,30.5,1968-10-15,1.1812995672225952
6498,78.5,30.5,1968-10-16,0.0
6499,78.5,30.5,1968-10-17,0.0
6500,78.5,30.5,1968-10-18,2.35744047164917
6501,78.5,30.5,1968-10-19,0.0
6502,78.5,30.5,1968-10-20,0.0
6503,78.5,30.5,1968-10-21,0.0
6504,78.5,30.5,1968-10-22,0.0
6505,78.5,30.5,1968-10-23,0.0
6506,78.5,30.5,1968-10-24,0.0
6507,78.5,30.5,1968-10-25,0.0
6508,78.5,30.5,1968-10-26,0.0
6509,78.5,30.5,1968-10-27,0.0
6510,78.5,30.5,1968-10-28,0.0
6511,78.5,30.5,1968-10-29,0.0
6512,78.5,30.5,1968-10-30,0.0
6513,78.5,30.5,1968-10-31,0.0
6514,78.5,30.5,1968-11-01,0.7906610369682312
6515,78.5,30.5,1968-11-02,0.0
6516,78.5,30.5,1968-11-03,0.0
6517,78.5,30.5,1968-11-04,0.0
6518,78.5,30.5,1968-11-05,0.0
6519,78.5,30.5,1968-11-06,0.0
6520,78.5,30.5,1968-11-07,0.0
6521,78.5,30.5,1968-11-08,0.0
6522,78.5,30.5,1968-11-09,0.0
6523,78.5,30.5,1968-11-10,0.0
6524,78.5,30.5,1968-11-11,0.0
6525,78.5,30.5,1968-11-12,0.0
6526,78.5,30.5,1968-11-13,0.0
6527,78.5,30.5,1968-11-14,0.0
6528,78.5,30.5,1968-11-15,0.0
6529,78.5,30.5,1968-11-16,0.0
6530,78.5,30.5,1968-11-17,0.0
6531,78.5,30.5,1968-11-18,0.0
6532,78.5,30.5,1968-11-19,0.0
6533,78.5,30.5,1968-11-20,0.0
6534,78.5,30.5,1968-11-21,0.0
6535,78.5,30.5,1968-11-22,0.0
6536,78.5,30.5,1968-11-23,0.0
6537,78.5,30.5,1968-11-24,0.0
6538,78.5,30.5,1968-11-25,0.0
6539,78.5,30.5,1968-11-26,0.0
6540,78.5,30.5,1968-11-27,0.0
6541,78.5,30.5,1968-11-28,0.0
6542,78.5,30.5,1968-11-29,0.0
6543,78.5,30.5,1968-11-30,0.0
6544,78.5,30.5,1968-12-01,0.0
6545,78.5,30.5,1968-12-02,0.0
6546,78.5,30.5,1968-12-03,0.0
6547,78.5,30.5,1968-12-04,0.0
6548,78.5,30.5,1968-12-05,0.0
6549,78.5,30.5,1968-12-06,0.0
6550,78.5,30.5,1968-12-07,0.0
6551,78.5,30.5,1968-12-08,0.0
6552,78.5,30.5,1968-12-09,0.0
6553,78.5,30.5,1968-12-10,0.0
6554,78.5,30.5,1968-12-11,0.0
6555,78.5,30.5,1968-12-12,0.20026032626628876
6556,78.5,30.5,1968-12-13,0.0
6557,78.5,30.5,1968-12-14,0.0
6558,78.5,30.5,1968-12-15,0.0
6559,78.5,30.5,1968-12-16,0.0
6560,78.5,30.5,1968-12-17,0.0
6561,78.5,30.5,1968-12-18,0.0
6562,78.5,30.5,1968-12-19,0.0
6563,78.5,30.5,1968-12-20,0.0
6564,78.5,30.5,1968-12-21,0.0
6565,78.5,30.5,1968-12-22,0.0
6566,78.5,30.5,1968-12-23,0.0
6567,78.5,30.5,1968-12-24,0.0
6568,78.5,30.5,1968-12-25,0.0
6569,78.5,30.5,1968-12-26,22.662010192871094
6570,78.5,30.5,1968-12-27,1.4261283874511719
6571,78.5,30.5,1968-12-28,0.0
6572,78.5,30.5,1968-12-29,0.0
6573,78.5,30.5,1968-12-30,0.0
6574,78.5,30.5,1968-12-31,0.0
6575,78.5,30.5,1969-01-01,0.0
6576,78.5,30.5,1969-01-02,0.0
6577,78.5,30.5,1969-01-03,0.0
6578,78.5,30.5,1969-01-04,0.0
6579,78.5,30.5,1969-01-05,0.0
6580,78.5,30.5,1969-01-06,0.0
6581,78.5,30.5,1969-01-07,0.0
6582,78.5,30.5,1969-01-08,3.778728485107422
6583,78.5,30.5,1969-01-09,0.0
6584,78.5,30.5,1969-01-10,0.0
6585,78.5,30.5,1969-01-11,0.0
6586,78.5,30.5,1969-01-12,1.1601736545562744
6587,78.5,30.5,1969-01-13,5.409771919250488
6588,78.5,30.5,1969-01-14,12.854700088500977
6589,78.5,30.5,1969-01-15,0.0
6590,78.5,30.5,1969-01-16,0.0
6591,78.5,30.5,1969-01-17,0.0
6592,78.5,30.5,1969-01-18,0.0
6593,78.5,30.5,1969-01-19,0.0
6594,78.5,30.5,1969-01-20,0.0
6595,78.5,30.5,1969-01-21,0.0
6596,78.5,30.5,1969-01-22,0.0
6597,78.5,30.5,1969-01-23,0.0
6598,78.5,30.5,1969-01-24,0.0
6599,78.5,30.5,1969-01-25,0.0
