,LONGITUDE,LATITUDE,TIME,RAINFALL
0,78.5,30.5,1951-01-01,0.0
1,78.5,30.5,1951-01-02,0.0
2,78.5,30.5,1951-01-03,0.0
3,78.5,30.5,1951-01-04,0.0
4,78.5,30.5,1951-01-05,0.0
5,78.5,30.5,1951-01-06,0.0
6,78.5,30.5,1951-01-07,0.5612708926200867
7,78.5,30.5,1951-01-08,9.910444259643555
8,78.5,30.5,1951-01-09,0.0
9,78.5,30.5,1951-01-10,0.0
10,78.5,30.5,1951-01-11,0.0
11,78.5,30.5,1951-01-12,0.0
12,78.5,30.5,1951-01-13,5.217584133148193
13,78.5,30.5,1951-01-14,7.691619873046875
14,78.5,30.5,1951-01-15,0.0
15,78.5,30.5,1951-01-16,2.2887141704559326
16,78.5,30.5,1951-01-17,13.716631889343262
17,78.5,30.5,1951-01-18,0.0
18,78.5,30.5,1951-01-19,0.0
19,78.5,30.5,1951-01-20,6.97310209274292
20,78.5,30.5,1951-01-21,0.0
21,78.5,30.5,1951-01-22,0.0
22,78.5,30.5,1951-01-23,0.0
23,78.5,30.5,1951-01-24,0.0
24,78.5,30.5,1951-01-25,0.0
25,78.5,30.5,1951-01-26,0.0
26,78.5,30.5,1951-01-27,0.0
27,78.5,30.5,1951-01-28,0.0
28,78.5,30.5,1951-01-29,0.0
29,78.5,30.5,1951-01-30,0.0
30,78.5,30.5,1951-01-31,0.0
31,78.5,30.5,1951-02-01,5.944510459899902
32,78.5,30.5,1951-02-02,4.666549205780029
33,78.5,30.5,1951-02-03,0.0
34,78.5,30.5,1951-02-04,0.0
35,78.5,30.5,1951-02-05,0.0
36,78.5,30.5,1951-02-06,0.2676040232181549
37,78.5,30.5,1951-02-07,0.0
38,78.5,30.5,1951-02-08,0.0
39,78.5,30.5,1951-02-09,0.0
40,78.5,30.5,1951-02-10,4.6195526123046875
41,78.5,30.5,1951-02-11,2.6340386867523193
42,78.5,30.5,1951-02-12,0.0
43,78.5,30.5,1951-02-13,0.0
44,78.5,30.5,1951-02-14,0.0
45,78.5,30.5,1951-02-15,0.0
46,78.5,30.5,1951-02-16,0.0
47,78.5,30.5,1951-02-17,0.0
48,78.5,30.5,1951-02-18,0.0
49,78.5,30.5,1951-02-19,0.0
50,78.5,30.5,1951-02-20,0.0
51,78.5,30.5,1951-02-21,0.0
52,78.5,30.5,1951-02-22,0.0
53,78.5,30.5,1951-02-23,0.0
54,78.5,30.5,1951-02-24,0.0
55,78.5,30.5,1951-02-25,0.0
56,78.5,30.5,1951-02-26,0.0
57,78.5,30.5,1951-02-27,0.0
58,78.5,30.5,1951-02-28,0.0
59,78.5,30.5,1951-03-01,0.0
60,78.5,30.5,1951-03-02,0.0
61,78.5,30.5,1951-03-03,0.0
62,78.5,30.5,1951-03-04,0.0
63,78.5,30.5,1951-03-05,0.0
64,78.5,30.5,1951-03-06,0.0
65,78.5,30.5,1951-03-07,0.0
66,78.5,30.5,1951-03-08,0.0
67,78.5,30.5,1951-03-09,0.0
68,78.5,30.5,1951-03-10,0.32412010431289673
69,78.5,30.5,1951-03-11,2.139192581176758
70,78.5,30.5,1951-03-12,0.4235963821411133
71,78.5,30.5,1951-03-13,0.0
72,78.5,30.5,1951-03-14,0.0
73,78.5,30.5,1951-03-15,0.0
74,78.5,30.5,1951-03-16,0.0
75,78.5,30.5,1951-03-17,0.0
76,78.5,30.5,1951-03-18,0.0
77,78.5,30.5,1951-03-19,1.1867799758911133
78,78.5,30.5,1951-03-20,0.5185921788215637
79,78.5,30.5,1951-03-21,0.0
80,78.5,30.5,1951-03-22,0.0
81,78.5,30.5,1951-03-23,0.0
82,78.5,30.5,1951-03-24,0.4715653955936432
83,78.5,30.5,1951-03-25,14.852805137634277
84,78.5,30.5,1951-03-26,53.63337326049805
85,78.5,30.5,1951-03-27,1.9447206258773804
86,78.5,30.5,1951-03-28,0.0
87,78.5,30.5,1951-03-29,0.0
88,78.5,30.5,1951-03-30,0.0
89,78.5,30.5,1951-03-31,0.12323713302612305
90,78.5,30.5,1951-04-01,0.17350521683692932
91,78.5,30.5,1951-04-02,0.1654786616563797
92,78.5,30.5,1951-04-03,0.8612733483314514
93,78.5,30.5,1951-04-04,0.0
94,78.5,30.5,1951-04-05,0.0
95,78.5,30.5,1951-04-06,0.0
96,78.5,30.5,1951-04-07,0.0
97,78.5,30.5,1951-04-08,0.0
98,78.5,30.5,1951-04-09,0.0
99,78.5,30.5,1951-04-10,0.0
100,78.5,30.5,1951-04-11,0.0
101,78.5,30.5,1951-04-12,0.0
102,78.5,30.5,1951-04-13,0.0
103,78.5,30.5,1951-04-14,0.0
104,78.5,30.5,1951-04-15,0.0
105,78.5,30.5,1951-04-16,0.0
106,78.5,30.5,1951-04-17,0.0
107,78.5,30.5,1951-04-18,0.0
108,78.5,30.5,1951-04-19,0.0
109,78.5,30.5,1951-04-20,2.9819047451019287
110,78.5,30.5,1951-04-21,0.0
111,78.5,30.5,1951-04-22,0.0
112,78.5,30.5,1951-04-23,0.0
113,78.5,30.5,1951-04-24,0.0
114,78.5,30.5,1951-04-25,0.0
115,78.5,30.5,1951-04-26,0.0
116,78.5,30.5,1951-04-27,0.0
117,78.5,30.5,1951-04-28,0.0
118,78.5,30.5,1951-04-29,0.0
119,78.5,30.5,1951-04-30,0.0
120,78.5,30.5,1951-05-01,0.1944720596075058
121,78.5,30.5,1951-05-02,12.610858917236328
122,78.5,30.5,1951-05-03,3.1821649074554443
123,78.5,30.5,1951-05-04,0.0
124,78.5,30.5,1951-05-05,0.0
125,78.5,30.5,1951-05-06,0.0
126,78.5,30.5,1951-05-07,0.0
127,78.5,30.5,1951-05-08,0.0
128,78.5,30.5,1951-05-09,0.0
129,78.5,30.5,1951-05-10,0.0
130,78.5,30.5,1951-05-11,0.0
131,78.5,30.5,1951-05-12,0.0
132,78.5,30.5,1951-05-13,0.0
133,78.5,30.5,1951-05-14,0.0
134,78.5,30.5,1951-05-15,0.0
135,78.5,30.5,1951-05-16,0.0
136,78.5,30.5,1951-05-17,0.0
137,78.5,30.5,1951-05-18,0.0
138,78.5,30.5,1951-05-19,0.0
139,78.5,30.5,1951-05-20,0.0
140,78.5,30.5,1951-05-21,0.0
141,78.5,30.5,1951-05-22,0.0
142,78.5,30.5,1951-05-23,0.0
143,78.5,30.5,1951-05-24,2.4633126258850098
144,78.5,30.5,1951-05-25,10.198314666748047
145,78.5,30.5,1951-05-26,0.0
146,78.5,30.5,1951-05-27,0.7856367230415344
147,78.5,30.5,1951-05-28,0.0
148,78.5,30.5,1951-05-29,0.8427122235298157
149,78.5,30.5,1951-05-30,0.3697931468486786
150,78.5,30.5,1951-05-31,17.923198699951172
151,78.5,30.5,1951-06-01,1.449215292930603
152,78.5,30.5,1951-06-02,0.0
153,78.5,30.5,1951-06-03,0.0
154,78.5,30.5,1951-06-04,0.0
155,78.5,30.5,1951-06-05,0.0
156,78.5,30.5,1951-06-06,0.12675979733467102
157,78.5,30.5,1951-06-07,0.0
158,78.5,30.5,1951-06-08,0.0
159,78.5,30.5,1951-06-09,0.0
160,78.5,30.5,1951-06-10,0.0
161,78.5,30.5,1951-06-11,0.0
162,78.5,30.5,1951-06-12,0.0
163,78.5,30.5,1951-06-13,0.0
164,78.5,30.5,1951-06-14,0.0
165,78.5,30.5,1951-06-15,8.025020599365234
166,78.5,30.5,1951-06-16,11.30133056640625
167,78.5,30.5,1951-06-17,0.0
168,78.5,30.5,1951-06-18,0.0
169,78.5,30.5,1951-06-19,0.0
170,78.5,30.5,1951-06-20,0.0
171,78.5,30.5,1951-06-21,0.0
172,78.5,30.5,1951-06-22,0.0
173,78.5,30.5,1951-06-23,0.0
174,78.5,30.5,1951-06-24,0.0
175,78.5,30.5,1951-06-25,0.0
176,78.5,30.5,1951-06-26,0.0
177,78.5,30.5,1951-06-27,0.0
178,78.5,30.5,1951-06-28,2.139192581176758
179,78.5,30.5,1951-06-29,0.0
180,78.5,30.5,1951-06-30,0.0
181,78.5,30.5,1951-07-01,72.92716979980469
182,78.5,30.5,1951-07-02,17.66323471069336
183,78.5,30.5,1951-07-03,0.0
184,78.5,30.5,1951-07-04,3.2022206783294678
185,78.5,30.5,1951-07-05,0.0
186,78.5,30.5,1951-07-06,0.0
187,78.5,30.5,1951-07-07,0.0
188,78.5,30.5,1951-07-08,0.0
189,78.5,30.5,1951-07-09,2.811830997467041
190,78.5,30.5,1951-07-10,8.751242637634277
191,78.5,30.5,1951-07-11,0.0
192,78.5,30.5,1951-07-12,37.40345764160156
193,78.5,30.5,1951-07-13,0.0
194,78.5,30.5,1951-07-14,9.790756225585938
195,78.5,30.5,1951-07-15,0.0
196,78.5,30.5,1951-07-16,0.0
197,78.5,30.5,1951-07-17,0.0
198,78.5,30.5,1951-07-18,0.0
199,78.5,30.5,1951-07-19,3.876265525817871
200,78.5,30.5,1951-07-20,3.5466787815093994
201,78.5,30.5,1951-07-21,41.224246978759766
202,78.5,30.5,1951-07-22,0.0
203,78.5,30.5,1951-07-23,0.2389940768480301
204,78.5,30.5,1951-07-24,7.178755283355713
205,78.5,30.5,1951-07-25,24.559526443481445
206,78.5,30.5,1951-07-26,0.1944720596075058
207,78.5,30.5,1951-07-27,0.0
208,78.5,30.5,1951-07-28,23.563438415527344
209,78.5,30.5,1951-07-29,9.486773490905762
210,78.5,30.5,1951-07-30,18.24424934387207
211,78.5,30.5,1951-07-31,0.5185921788215637
212,78.5,30.5,1951-08-01,24.04970932006836
213,78.5,30.5,1951-08-02,6.866987705230713
214,78.5,30.5,1951-08-03,0.1944720596075058
215,78.5,30.5,1951-08-04,2.3131866455078125
216,78.5,30.5,1951-08-05,28.976335525512695
217,78.5,30.5,1951-08-06,25.194517135620117
218,78.5,30.5,1951-08-07,17.159067153930664
219,78.5,30.5,1951-08-08,0.0
220,78.5,30.5,1951-08-09,28.3336238861084
221,78.5,30.5,1951-08-10,1.9909346103668213
222,78.5,30.5,1951-08-11,7.852076530456543
223,78.5,30.5,1951-08-12,38.89889907836914
224,78.5,30.5,1951-08-13,6.81491756439209
225,78.5,30.5,1951-08-14,11.390403747558594
226,78.5,30.5,1951-08-15,71.07563018798828
227,78.5,30.5,1951-08-16,64.463623046875
228,78.5,30.5,1951-08-17,9.540607452392578
229,78.5,30.5,1951-08-18,0.0
230,78.5,30.5,1951-08-19,3.9979357719421387
231,78.5,30.5,1951-08-20,13.553817749023438
232,78.5,30.5,1951-08-21,129.36773681640625
233,78.5,30.5,1951-08-22,231.53543090820312
234,78.5,30.5,1951-08-23,47.9968147277832
235,78.5,30.5,1951-08-24,4.0213422775268555
236,78.5,30.5,1951-08-25,0.1944720596075058
237,78.5,30.5,1951-08-26,0.0
238,78.5,30.5,1951-08-27,0.0
239,78.5,30.5,1951-08-28,0.0
240,78.5,30.5,1951-08-29,0.0
241,78.5,30.5,1951-08-30,0.0
242,78.5,30.5,1951-08-31,0.0
243,78.5,30.5,1951-09-01,6.417577743530273
244,78.5,30.5,1951-09-02,2.294050693511963
245,78.5,30.5,1951-09-03,7.260290145874023
246,78.5,30.5,1951-09-04,0.5185921788215637
247,78.5,30.5,1951-09-05,0.0
248,78.5,30.5,1951-09-06,0.0
249,78.5,30.5,1951-09-07,26.174304962158203
250,78.5,30.5,1951-09-08,6.11749267578125
251,78.5,30.5,1951-09-09,6.317600250244141
252,78.5,30.5,1951-09-10,15.791159629821777
253,78.5,30.5,1951-09-11,10.392969131469727
254,78.5,30.5,1951-09-12,1.031969666481018
255,78.5,30.5,1951-09-13,1.672415018081665
256,78.5,30.5,1951-09-14,40.84693145751953
257,78.5,30.5,1951-09-15,4.127905368804932
258,78.5,30.5,1951-09-16,0.0
259,78.5,30.5,1951-09-17,0.0
260,78.5,30.5,1951-09-18,0.0
261,78.5,30.5,1951-09-19,0.0
262,78.5,30.5,1951-09-20,0.48766764998435974
263,78.5,30.5,1951-09-21,0.0
264,78.5,30.5,1951-09-22,0.0
265,78.5,30.5,1951-09-23,0.1944720596075058
266,78.5,30.5,1951-09-24,1.1668323278427124
267,78.5,30.5,1951-09-25,0.0
268,78.5,30.5,1951-09-26,0.0
269,78.5,30.5,1951-09-27,0.0
270,78.5,30.5,1951-09-28,0.0
271,78.5,30.5,1951-09-29,0.0
272,78.5,30.5,1951-09-30,0.0
273,78.5,30.5,1951-10-01,2.787432909011841
274,78.5,30.5,1951-10-02,0.9664683938026428
275,78.5,30.5,1951-10-03,8.075315475463867
276,78.5,30.5,1951-10-04,0.4734225571155548
277,78.5,30.5,1951-10-05,0.0
278,78.5,30.5,1951-10-06,0.0
279,78.5,30.5,1951-10-07,0.0
280,78.5,30.5,1951-10-08,0.0
281,78.5,30.5,1951-10-09,6.056101322174072
282,78.5,30.5,1951-10-10,0.20026032626628876
283,78.5,30.5,1951-10-11,0.0
284,78.5,30.5,1951-10-12,0.0
285,78.5,30.5,1951-10-13,0.0
286,78.5,30.5,1951-10-14,0.0
287,78.5,30.5,1951-10-15,0.0
288,78.5,30.5,1951-10-16,0.0
289,78.5,30.5,1951-10-17,0.0
290,78.5,30.5,1951-10-18,0.0
291,78.5,30.5,1951-10-19,0.0
292,78.5,30.5,1951-10-20,0.0
293,78.5,30.5,1951-10-21,0.0
294,78.5,30.5,1951-10-22,0.0
295,78.5,30.5,1951-10-23,0.0
296,78.5,30.5,1951-10-24,0.0
297,78.5,30.5,1951-10-25,0.0
298,78.5,30.5,1951-10-26,0.0
299,78.5,30.5,1951-10-27,0.0
300,78.5,30.5,1951-10-28,0.0
301,78.5,30.5,1951-10-29,0.0
302,78.5,30.5,1951-10-30,0.0
303,78.5,30.5,1951-10-31,0.0
304,78.5,30.5,1951-11-01,0.0
305,78.5,30.5,1951-11-02,0.0
306,78.5,30.5,1951-11-03,0.0
307,78.5,30.5,1951-11-04,0.0
308,78.5,30.5,1951-11-05,0.0
309,78.5,30.5,1951-11-06,0.0
310,78.5,30.5,1951-11-07,0.0
311,78.5,30.5,1951-11-08,0.0
312,78.5,30.5,1951-11-09,0.0
313,78.5,30.5,1951-11-10,0.0
314,78.5,30.5,1951-11-11,0.0
315,78.5,30.5,1951-11-12,0.0
316,78.5,30.5,1951-11-13,0.0
317,78.5,30.5,1951-11-14,0.0
318,78.5,30.5,1951-11-15,0.0
319,78.5,30.5,1951-11-16,0.0
320,78.5,30.5,1951-11-17,0.0
321,78.5,30.5,1951-11-18,0.0
322,78.5,30.5,1951-11-19,0.0
323,78.5,30.5,1951-11-20,0.0
324,78.5,30.5,1951-11-21,0.0
325,78.5,30.5,1951-11-22,0.0
326,78.5,30.5,1951-11-23,0.0
327,78.5,30.5,1951-11-24,0.0
328,78.5,30.5,1951-11-25,20.116004943847656
329,78.5,30.5,1951-11-26,16.315534591674805
330,78.5,30.5,1951-11-27,0.998763918876648
331,78.5,30.5,1951-11-28,0.0
332,78.5,30.5,1951-11-29,0.0
333,78.5,30.5,1951-11-30,0.0
334,78.5,30.5,1951-12-01,0.0
335,78.5,30.5,1951-12-02,0.0
336,78.5,30.5,1951-12-03,0.0
337,78.5,30.5,1951-12-04,0.0
338,78.5,30.5,1951-12-05,0.0
339,78.5,30.5,1951-12-06,0.0
340,78.5,30.5,1951-12-07,0.0
341,78.5,30.5,1951-12-08,0.0
342,78.5,30.5,1951-12-09,0.0
343,78.5,30.5,1951-12-10,0.0
344,78.5,30.5,1951-12-11,0.0
345,78.5,30.5,1951-12-12,0.0
346,78.5,30.5,1951-12-13,0.0
347,78.5,30.5,1951-12-14,0.0
348,78.5,30.5,1951-12-15,0.0
349,78.5,30.5,1951-12-16,0.0
350,78.5,30.5,1951-12-17,0.0
351,78.5,30.5,1951-12-18,0.0
352,78.5,30.5,1951-12-19,0.0
353,78.5,30.5,1951-12-20,0.0
354,78.5,30.5,1951-12-21,0.0
355,78.5,30.5,1951-12-22,0.0
356,78.5,30.5,1951-12-23,0.0
357,78.5,30.5,1951-12-24,0.0
358,78.5,30.5,1951-12-25,0.0
359,78.5,30.5,1951-12-26,0.0
360,78.5,30.5,1951-12-27,0.0
361,78.5,30.5,1951-12-28,0.0
362,78.5,30.5,1951-12-29,0.0
363,78.5,30.5,1951-12-30,0.1944720596075058
364,78.5,30.5,1951-12-31,0.0
365,78.5,30.5,1952-01-01,0.0
366,78.5,30.5,1952-01-02,12.870044708251953
367,78.5,30.5,1952-01-03,6.093457221984863
368,78.5,30.5,1952-01-04,0.0
369,78.5,30.5,1952-01-05,0.0
370,78.5,30.5,1952-01-06,0.0
371,78.5,30.5,1952-01-07,0.3080928325653076
372,78.5,30.5,1952-01-08,29.885133743286133
373,78.5,30.5,1952-01-09,7.908530235290527
374,78.5,30.5,1952-01-10,0.0
375,78.5,30.5,1952-01-11,0.0
376,78.5,30.5,1952-01-12,0.0
377,78.5,30.5,1952-01-13,0.0
378,78.5,30.5,1952-01-14,0.2714952826499939
379,78.5,30.5,1952-01-15,0.0
380,78.5,30.5,1952-01-16,0.0
381,78.5,30.5,1952-01-17,0.0
382,78.5,30.5,1952-01-18,0.0
383,78.5,30.5,1952-01-19,0.0
384,78.5,30.5,1952-01-20,0.0
385,78.5,30.5,1952-01-21,0.0
386,78.5,30.5,1952-01-22,0.0
387,78.5,30.5,1952-01-23,0.0
388,78.5,30.5,1952-01-24,0.0
389,78.5,30.5,1952-01-25,0.0
390,78.5,30.5,1952-01-26,0.0
391,78.5,30.5,1952-01-27,0.0
392,78.5,30.5,1952-01-28,0.0
393,78.5,30.5,1952-01-29,0.0
394,78.5,30.5,1952-01-30,0.0
395,78.5,30.5,1952-01-31,0.0
396,78.5,30.5,1952-02-01,0.0
397,78.5,30.5,1952-02-02,0.0
398,78.5,30.5,1952-02-03,0.6482402086257935
399,78.5,30.5,1952-02-04,3.8040237426757812
400,78.5,30.5,1952-02-05,0.0
401,78.5,30.5,1952-02-06,0.0
402,78.5,30.5,1952-02-07,0.0
403,78.5,30.5,1952-02-08,0.0
404,78.5,30.5,1952-02-09,0.0
405,78.5,30.5,1952-02-10,0.0
406,78.5,30.5,1952-02-11,0.0
407,78.5,30.5,1952-02-12,0.0
408,78.5,30.5,1952-02-13,0.0
409,78.5,30.5,1952-02-14,0.0
410,78.5,30.5,1952-02-15,0.0
411,78.5,30.5,1952-02-16,0.0
412,78.5,30.5,1952-02-17,0.0
413,78.5,30.5,1952-02-18,0.0
414,78.5,30.5,1952-02-19,0.0
415,78.5,30.5,1952-02-20,1.0795700550079346
416,78.5,30.5,1952-02-21,2.6886470317840576
417,78.5,30.5,1952-02-22,23.271072387695312
418,78.5,30.5,1952-02-23,0.8427122235298157
419,78.5,30.5,1952-02-24,0.0
420,78.5,30.5,1952-02-25,0.0
421,78.5,30.5,1952-02-26,0.0
422,78.5,30.5,1952-02-27,0.0
423,78.5,30.5,1952-02-28,0.0
424,78.5,30.5,1952-02-29,0.0
425,78.5,30.5,1952-03-01,1.3256062269210815
426,78.5,30.5,1952-03-02,15.554232597351074
427,78.5,30.5,1952-03-03,1.1668323278427124
428,78.5,30.5,1952-03-04,0.0
429,78.5,30.5,1952-03-05,0.19223380088806152
430,78.5,30.5,1952-03-06,0.3703339993953705
431,78.5,30.5,1952-03-07,0.9197354316711426
432,78.5,30.5,1952-03-08,0.0
433,78.5,30.5,1952-03-09,0.21126632392406464
434,78.5,30.5,1952-03-10,0.0
435,78.5,30.5,1952-03-11,0.0
436,78.5,30.5,1952-03-12,0.0
437,78.5,30.5,1952-03-13,0.0
438,78.5,30.5,1952-03-14,0.0
439,78.5,30.5,1952-03-15,0.0
440,78.5,30.5,1952-03-16,35.68915939331055
441,78.5,30.5,1952-03-17,6.478573322296143
442,78.5,30.5,1952-03-18,0.0
443,78.5,30.5,1952-03-19,0.0
444,78.5,30.5,1952-03-20,0.0
445,78.5,30.5,1952-03-21,0.0
446,78.5,30.5,1952-03-22,3.589719295501709
447,78.5,30.5,1952-03-23,10.14238166809082
448,78.5,30.5,1952-03-24,0.0
449,78.5,30.5,1952-03-25,0.0
450,78.5,30.5,1952-03-26,0.0
451,78.5,30.5,1952-03-27,0.3703339993953705
452,78.5,30.5,1952-03-28,0.0
453,78.5,30.5,1952-03-29,0.0
454,78.5,30.5,1952-03-30,0.0
455,78.5,30.5,1952-03-31,0.0
456,78.5,30.5,1952-04-01,0.5390992760658264
457,78.5,30.5,1952-04-02,0.8427122235298157
458,78.5,30.5,1952-04-03,0.0
459,78.5,30.5,1952-04-04,0.0
460,78.5,30.5,1952-04-05,0.0
461,78.5,30.5,1952-04-06,0.0
462,78.5,30.5,1952-04-07,0.0
463,78.5,30.5,1952-04-08,0.0
464,78.5,30.5,1952-04-09,0.0
465,78.5,30.5,1952-04-10,0.0
466,78.5,30.5,1952-04-11,0.0
467,78.5,30.5,1952-04-12,0.0
468,78.5,30.5,1952-04-13,0.0
469,78.5,30.5,1952-04-14,0.0
470,78.5,30.5,1952-04-15,0.0
471,78.5,30.5,1952-04-16,0.0
472,78.5,30.5,1952-04-17,0.0
473,78.5,30.5,1952-04-18,0.0
474,78.5,30.5,1952-04-19,0.0
475,78.5,30.5,1952-04-20,0.0
476,78.5,30.5,1952-04-21,0.0
477,78.5,30.5,1952-04-22,0.0
478,78.5,30.5,1952-04-23,0.0
479,78.5,30.5,1952-04-24,0.0
480,78.5,30.5,1952-04-25,0.0
481,78.5,30.5,1952-04-26,0.0
482,78.5,30.5,1952-04-27,0.0
483,78.5,30.5,1952-04-28,0.0
484,78.5,30.5,1952-04-29,0.26063013076782227
485,78.5,30.5,1952-04-30,0.0
486,78.5,30.5,1952-05-01,0.0
487,78.5,30.5,1952-05-02,0.0
488,78.5,30.5,1952-05-03,0.0
489,78.5,30.5,1952-05-04,0.0
490,78.5,30.5,1952-05-05,1.9447206258773804
491,78.5,30.5,1952-05-06,0.1944720596075058
492,78.5,30.5,1952-05-07,0.0
493,78.5,30.5,1952-05-08,0.0
494,78.5,30.5,1952-05-09,0.0
495,78.5,30.5,1952-05-10,5.517942428588867
496,78.5,30.5,1952-05-11,5.899649620056152
497,78.5,30.5,1952-05-12,0.0
498,78.5,30.5,1952-05-13,0.0
499,78.5,30.5,1952-05-14,0.0
500,78.5,30.5,1952-05-15,0.0
501,78.5,30.5,1952-05-16,5.033835411071777
502,78.5,30.5,1952-05-17,0.5185921788215637
503,78.5,30.5,1952-05-18,0.0
504,78.5,30.5,1952-05-19,0.0
505,78.5,30.5,1952-05-20,0.0
506,78.5,30.5,1952-05-21,0.0
507,78.5,30.5,1952-05-22,0.0
508,78.5,30.5,1952-05-23,0.0
509,78.5,30.5,1952-05-24,0.0
510,78.5,30.5,1952-05-25,0.0
511,78.5,30.5,1952-05-26,0.0
512,78.5,30.5,1952-05-27,0.0
513,78.5,30.5,1952-05-28,0.0
514,78.5,30.5,1952-05-29,1.5080578327178955
515,78.5,30.5,1952-05-30,0.5185921788215637
516,78.5,30.5,1952-05-31,0.0
517,78.5,30.5,1952-06-01,0.0
518,78.5,30.5,1952-06-02,0.0
519,78.5,30.5,1952-06-03,4.143892288208008
520,78.5,30.5,1952-06-04,6.610973834991455
521,78.5,30.5,1952-06-05,13.518080711364746
522,78.5,30.5,1952-06-06,22.315567016601562
523,78.5,30.5,1952-06-07,0.0
524,78.5,30.5,1952-06-08,0.0
525,78.5,30.5,1952-06-09,0.0
526,78.5,30.5,1952-06-10,0.0
527,78.5,30.5,1952-06-11,0.0
528,78.5,30.5,1952-06-12,0.0
529,78.5,30.5,1952-06-13,0.0
530,78.5,30.5,1952-06-14,0.0
531,78.5,30.5,1952-06-15,0.0
532,78.5,30.5,1952-06-16,0.0
533,78.5,30.5,1952-06-17,0.0
534,78.5,30.5,1952-06-18,0.0
535,78.5,30.5,1952-06-19,16.78942108154297
536,78.5,30.5,1952-06-20,0.1944720596075058
537,78.5,30.5,1952-06-21,10.304787635803223
538,78.5,30.5,1952-06-22,8.054366111755371
539,78.5,30.5,1952-06-23,18.013399124145508
540,78.5,30.5,1952-06-24,15.671012878417969
541,78.5,30.5,1952-06-25,2.836371421813965
542,78.5,30.5,1952-06-26,2.979918956756592
543,78.5,30.5,1952-06-27,0.0
544,78.5,30.5,1952-06-28,4.962552547454834
545,78.5,30.5,1952-06-29,37.83233642578125
546,78.5,30.5,1952-06-30,17.55914306640625
547,78.5,30.5,1952-07-01,9.107876777648926
548,78.5,30.5,1952-07-02,7.035506248474121
549,78.5,30.5,1952-07-03,0.0
550,78.5,30.5,1952-07-04,0.0
551,78.5,30.5,1952-07-05,4.0578813552856445
552,78.5,30.5,1952-07-06,0.0
553,78.5,30.5,1952-07-07,95.03201293945312
554,78.5,30.5,1952-07-08,6.28533935546875
555,78.5,30.5,1952-07-09,7.1302080154418945
556,78.5,30.5,1952-07-10,1.922092080116272
557,78.5,30.5,1952-07-11,35.2896614074707
558,78.5,30.5,1952-07-12,6.271416187286377
559,78.5,30.5,1952-07-13,11.975028991699219
560,78.5,30.5,1952-07-14,3.907789468765259
561,78.5,30.5,1952-07-15,48.54189682006836
562,78.5,30.5,1952-07-16,14.744057655334473
563,78.5,30.5,1952-07-17,19.708480834960938
564,78.5,30.5,1952-07-18,2.2659523487091064
565,78.5,30.5,1952-07-19,20.419565200805664
566,78.5,30.5,1952-07-20,45.8857307434082
567,78.5,30.5,1952-07-21,1.8400444984436035
568,78.5,30.5,1952-07-22,2.6896462440490723
569,78.5,30.5,1952-07-23,3.4356729984283447
570,78.5,30.5,1952-07-24,82.52208709716797
571,78.5,30.5,1952-07-25,0.44905465841293335
572,78.5,30.5,1952-07-26,79.3655776977539
573,78.5,30.5,1952-07-27,2.6761558055877686
574,78.5,30.5,1952-07-28,6.713175296783447
575,78.5,30.5,1952-07-29,0.34251436591148376
576,78.5,30.5,1952-07-30,5.916555404663086
577,78.5,30.5,1952-07-31,11.538674354553223
578,78.5,30.5,1952-08-01,0.1944720596075058
579,78.5,30.5,1952-08-02,41.33229064941406
580,78.5,30.5,1952-08-03,55.09184265136719
581,78.5,30.5,1952-08-04,52.62862014770508
582,78.5,30.5,1952-08-05,22.603797912597656
583,78.5,30.5,1952-08-06,31.67028045654297
584,78.5,30.5,1952-08-07,10.51502799987793
585,78.5,30.5,1952-08-08,9.232707023620605
586,78.5,30.5,1952-08-09,28.446372985839844
587,78.5,30.5,1952-08-10,30.165145874023438
588,78.5,30.5,1952-08-11,34.95386505126953
589,78.5,30.5,1952-08-12,69.16201782226562
590,78.5,30.5,1952-08-13,32.77313995361328
591,78.5,30.5,1952-08-14,18.210073471069336
592,78.5,30.5,1952-08-15,0.0
593,78.5,30.5,1952-08-16,28.976335525512695
594,78.5,30.5,1952-08-17,79.27758026123047
595,78.5,30.5,1952-08-18,11.600014686584473
596,78.5,30.5,1952-08-19,19.371719360351562
597,78.5,30.5,1952-08-20,23.45818328857422
598,78.5,30.5,1952-08-21,8.867820739746094
599,78.5,30.5,1952-08-22,2.479637384414673
600,78.5,30.5,1952-08-23,0.738289475440979
601,78.5,30.5,1952-08-24,24.179357528686523
602,78.5,30.5,1952-08-25,17.92217254638672
603,78.5,30.5,1952-08-26,38.44799041748047
604,78.5,30.5,1952-08-27,0.6014036536216736
605,78.5,30.5,1952-08-28,1.0101052522659302
606,78.5,30.5,1952-08-29,0.0
607,78.5,30.5,1952-08-30,0.0
608,78.5,30.5,1952-08-31,0.5185921788215637
609,78.5,30.5,1952-09-01,30.79140853881836
610,78.5,30.5,1952-09-02,35.97018051147461
611,78.5,30.5,1952-09-03,0.6482402086257935
612,78.5,30.5,1952-09-04,0.0
613,78.5,30.5,1952-09-05,7.260290145874023
614,78.5,30.5,1952-09-06,1.8255314826965332
615,78.5,30.5,1952-09-07,0.0
616,78.5,30.5,1952-09-08,1.4511206150054932
617,78.5,30.5,1952-09-09,0.0
618,78.5,30.5,1952-09-10,0.0
