Region 1,Region 2,Region 3,Region 4,Region 5,Region 6,Region 7,Region 8,Region 9,Region 10,Region 11,Region 12,Region 13,Region 14,Region 15,Region 16,years
87.65232974910394,58.89656938044035,31.11111111111111,37.74705581157194,14.477726574500767,11.618023553507424,83.3768561187916,76.6410650281618,9.413722478238608,93.27444956477214,27.808499743983617,73.68663594470047,86.45673323092677,29.06810035842294,85.74756784434204,79.28059395801331,1994
88.42293906810036,53.23604710701485,74.22939068100358,87.23246287762417,35.770609318996414,32.17869943676395,30.47363031233999,26.89452124935996,34.27803379416282,78.5304659498208,25.081925243215565,89.2447516641065,75.39938556067588,4.521249359959038,77.71889400921658,73.56630824372759,1995
75.81925243215566,12.43983614951357,67.76753712237583,80.11008704557092,33.37429595494112,66.82027649769586,81.30056323604711,48.028673835125446,51.638504864311315,67.92114695340501,60.934459805427544,90.6221198156682,78.16436251920122,4.134664618535586,91.80235535074245,71.62058371735792,1996
87.9800307219662,8.940092165898617,87.21454173067076,73.42037890424987,2.3067076292882747,69.32923707117256,73.65335381464413,44.60829493087557,86.2826420890937,76.1699948796723,63.95033282130056,81.16231438812083,25.95494111623144,12.542242703533027,92.32206861239119,73.82744495647722,1997
83.44342037890425,37.77265745007681,87.6984126984127,82.80849974398362,2.0046082949308754,83.99129544290834,60.30977982590886,6.505376344086021,75.20225294418843,66.75627240143369,84.61085509472606,89.63133640552995,43.40501792114696,34.352278545826934,62.95186891961085,34.05017921146953,1998
93.27444956477214,48.08243727598566,29.114183307731693,15.115207373271888,8.842805939580133,83.61495135688683,71.73323092677931,5.532514080901177,90.10496671786994,29.1321044546851,61.321044546851,85.88837685611878,41.10343061955965,77.63952892985151,91.93804403481823,56.22119815668203,1999
78.5304659498208,77.03533026113672,86.52329749103943,39.16538658474143,30.31490015360983,25.368663594470046,6.164874551971327,22.027649769585253,92.01740911418331,26.052227342549923,85.81925243215565,93.10291858678956,10.583717357910906,76.5873015873016,87.91090629800308,48.922171018945214,2000
67.92114695340501,64.80798771121353,80.14336917562724,36.59242191500256,71.63850486431132,82.20430107526882,13.85304659498208,37.601126472094215,51.40040962621608,61.426011264720934,87.33486943164363,83.97081413210445,8.159242191500256,88.5279057859703,89.41372247823861,8.000512032770098,2001
76.1699948796723,85.02560163850487,64.0962621607783,1.7434715821812596,70.59395801331286,77.62672811059907,19.992319508448542,71.01126472094214,93.7557603686636,65.29441884280594,75.88325652841782,66.036866359447,20.90373783922171,86.95340501792114,81.85099846390169,5.934459805427547,2002
66.75627240143369,85.5657962109575,79.79006656426012,2.206861239119304,88.09523809523809,59.1705069124424,2.0660522273425497,65.0563236047107,88.2462877624168,85.22529441884281,86.78699436763952,82.22990271377368,36.34920634920635,34.18330773169483,52.87762416794675,23.376856118791604,2003
29.1321044546851,53.35637480798772,21.308243727598565,8.942652329749103,87.46031746031746,70.5862775217614,1.1955965181771633,84.89759344598055,84.87967229902715,66.7153097798259,76.66410650281618,74.63645673323093,76.53865847414234,83.02867383512545,70.27649769585254,43.70967741935484,2004
26.052227342549923,83.3026113671275,38.87864823348694,30.9242191500256,25.888376856118793,13.502304147465438,3.056835637480799,81.88428059395801,80.83461341525857,87.65232974910394,92.31694828469023,25.445468509984636,73.46134152585766,83.07987711213518,65.61699948796723,75.67332309267793,2005
61.426011264720934,77.12493599590374,35.04352278545827,76.29800307219662,85.284178187404,26.32616487455197,14.754224270353303,33.41269841269841,21.359447004608295,88.42293906810036,83.47158218125959,23.691756272401435,83.56118791602663,62.28878648233487,9.260112647209422,62.0583717357911,2006
65.29441884280594,80.10240655401945,9.895033282130056,67.87250384024578,79.53149001536099,25.348182283666155,58.3026113671275,82.72145417306707,46.46185355862775,75.81925243215566,83.3973374295955,57.060931899641574,83.09011776753712,72.56528417818741,9.434203789042499,82.58832565284177,2007
85.22529441884281,80.52227342549924,5.650281618023553,87.10701484895034,55.778289810547875,3.7916026625704045,64.6774193548387,78.25140809011776,55.640040962621605,87.9800307219662,80.25089605734766,72.68561187916026,34.56477214541731,34.416282642089094,38.26164874551971,82.67281105990783,2008
66.7153097798259,29.772145417306707,15.25857654889913,88.81976446492575,74.47772657450076,3.0542754736303124,82.22222222222221,74.31387608806965,1.3210445468509986,83.44342037890425,69.18074756784435,85.87813620071685,80.83973374295955,42.629288274449564,60.30465949820788,46.74859190988223,2009
87.65232974910394,50.36610343061956,27.171018945212495,30.312339989759344,12.672811059907835,10.59651817716334,69.18330773169484,78.60727086533538,3.2923707117255505,93.27444956477214,57.14797747055812,76.38760880696364,83.52278545826934,35.49667178699437,82.30926779313876,82.06605222734254,2010
88.42293906810036,46.510496671786996,69.7542242703533,88.17204301075269,28.02099334357399,25.67588325652842,15.092165898617512,39.027137736815156,16.021505376344088,78.5304659498208,45.115207373271886,89.39068100358423,74.98463901689708,13.310291858678955,73.69175627240143,75.30465949820788,2011
75.81925243215566,7.557603686635944,67.14541730670763,80.91397849462365,31.180235535074246,58.28725038402458,55.30721966205837,60.409626216077825,38.21556579621096,67.92114695340501,75.33026113671275,90.61187916026626,83.24884792626727,8.325652841781874,89.14490527393754,77.33742959549411,2012
87.9800307219662,5.238095238095238,84.89759344598055,57.5089605734767,5.192012288786482,59.060419866871484,68.96825396825396,59.659498207885306,71.23911930363543,76.1699948796723,75.96262160778289,78.62263184843829,48.46390168970814,23.261648745519715,89.6979006656426,82.52432155657962,2013
83.44342037890425,20.83973374295955,82.22222222222221,86.13671274961597,4.400921658986175,78.35637480798772,43.36661546338966,7.795698924731183,64.49564772145418,66.75627240143369,86.26728110599078,92.62160778289811,78.53302611367128,37.140296979006656,64.70558115719406,24.59805427547363,2014
93.27444956477214,40.942140296979005,29.994879672299028,17.575524833589352,13.847926267281105,76.97900665642601,75.8090117767537,6.254480286738351,85.92165898617512,29.1321044546851,69.6774193548387,88.2283666154634,66.72811059907833,76.42857142857142,89.43164362519201,47.995391705069125,2015
78.5304659498208,76.70506912442396,80.16641065028162,43.625192012288785,25.67332309267793,20.19969278033794,32.42191500256016,30.51459293394777,80.95494111623144,26.052227342549923,87.16077828981055,92.72913466461854,10.376344086021504,66.61546338965694,85.55299539170507,36.58986175115208,2016
67.92114695340501,69.1884280593958,77.39887352790579,38.74807987711213,65.53251408090118,67.25806451612904,58.8863287250384,47.31950844854071,35.18689196108551,61.426011264720934,90.20225294418843,86.2083973374296,12.10189452124936,84.70814132104455,86.31848438300051,4.385560675883257,2017
76.1699948796723,84.6799795186892,68.15668202764978,2.6267281105990783,69.20122887864824,65.62724014336918,55.16641065028162,80.48643113159241,83.57398873527906,65.29441884280594,83.70967741935483,21.15719406041987,53.36661546338966,81.27496159754224,75.71172555043523,3.241167434715822,2018
66.75627240143369,85.89349718381976,83.584229390681,2.6267281105990783,81.55657962109575,49.83870967741936,7.329749103942652,66.3773681515617,79.79774705581157,85.22529441884281,88.20532514080901,38.54070660522274,66.7153097798259,42.70865335381465,27.46543778801843,16.024065540194574,2019
29.1321044546851,36.410650281618025,26.689708141321045,10.245775729646697,74.29083461341526,73.83256528417819,5.829493087557604,86.23399897593445,75.32770097286226,66.7153097798259,84.79774705581157,37.007168458781365,84.79774705581157,78.57654889912953,43.1515616999488,38.230926779313876,2020
